qt.qpa.xcb: Has MIT-SHM     : true
qt.qpa.xcb: Has MIT-SHM FD  : true
qt.qpa.xcb: Using XInput version 2.2
qt.qpa.screen: adding QXcbScreen(0x5c287ce07e80, name="eDP-1", geometry=1920x1200+0+0, availableGeometry=1920x1148+0+0, devicePixelRatio=1.0, logicalDpi=QPair(96.0,96.0), physicalSize=508.0x317.0mm, screenNumber=0, virtualSize=1920x1200 (1920.0x1200.0mm), orientation=Qt::LandscapeOrientation, depth=24, refreshRate=60.0, root=4b9, windowManagerName="KWin") (Primary: true )
qt.qpa.screen: initializeScreens: primary output is "eDP-1"
qt.qpa.xcb: using glib dispatcher
qt.qpa.gl: Choosing xcb gl-integration based on following priority
 ("xcb_glx", "xcb_egl")
qt.qpa.gl: Xcb GLX gl-integration created
qt.qpa.gl: Xcb GLX gl-integration successfully initialized
qt.scenegraph.general: threaded render loop
qt.scenegraph.general: Using sg animation driver
qt.scenegraph.general: Animation Driver: using vsync: 16.67 ms
qt.qpa.gl: Requested format before FBConfig/Visual selection: QSurfaceFormat(version 2.0, options QFlags<QSurfaceFormat::FormatOption>(), depthBufferSize 24, redBufferSize 8, greenBufferSize 8, blueBufferSize 8, alphaBufferSize -1, stencilBufferSize 8, samples -1, swapBehavior QSurfaceFormat::DoubleBuffer, swapInterval 1, colorSpace QSurfaceFormat::DefaultColorSpace, profile  QSurfaceFormat::NoProfile)
qt.qpa.gl: Available GLX extensions: GLX_ARB_context_flush_control GLX_ARB_create_context GLX_ARB_create_context_no_error GLX_ARB_create_context_profile GLX_ARB_create_context_robustness GLX_ARB_fbconfig_float GLX_ARB_framebuffer_sRGB GLX_ARB_get_proc_address GLX_ARB_multisample GLX_EXT_buffer_age GLX_EXT_create_context_es2_profile GLX_EXT_create_context_es_profile GLX_EXT_fbconfig_packed_float GLX_EXT_framebuffer_sRGB GLX_EXT_no_config_context GLX_EXT_swap_control GLX_EXT_swap_control_tear GLX_EXT_texture_from_pixmap GLX_EXT_visual_info GLX_EXT_visual_rating GLX_INTEL_swap_event GLX_MESA_copy_sub_buffer GLX_MESA_gl_interop GLX_MESA_query_renderer GLX_MESA_swap_control GLX_OML_sync_control GLX_SGIS_multisample GLX_SGIX_fbconfig GLX_SGIX_pbuffer GLX_SGIX_visual_select_group GLX_SGI_make_current_read GLX_SGI_swap_control GLX_SGI_video_sync 
qt.qpa.gl: Got format: QSurfaceFormat(version 2.0, options QFlags<QSurfaceFormat::FormatOption>(), depthBufferSize 24, redBufferSize 8, greenBufferSize 8, blueBufferSize 8, alphaBufferSize 0, stencilBufferSize 8, samples -1, swapBehavior QSurfaceFormat::DoubleBuffer, swapInterval 1, colorSpace QSurfaceFormat::DefaultColorSpace, profile  QSurfaceFormat::NoProfile)
qt.qpa.xdnd: dndEnable QPlatformSurface(0x5c287d58df80, class=QSurface::Window, type=QSurface::OpenGLSurface, window=Main_QMLTYPE_34(0x5c287d2f0ec0)) true
qt.qpa.xdnd: setting XdndAware for 94371862
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 211
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 670
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 671
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 671
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 672
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 672
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 677
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 679
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 680
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 681
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 681
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 682
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 683
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 684
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 684
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 686
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 687
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 688
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 689
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 690
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 690
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 691
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 692
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 693
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 693
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 694
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 694
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 695
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 696
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 696
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 698
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 699
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 700
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 701
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 701
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 702
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 702
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 703
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 703
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 704
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 704
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 705
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 706
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 706
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 707
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 707
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 707
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 707
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 707
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 707
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 707
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 708
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 709
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 710
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 711
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 713
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 713
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 714
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 714
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 715
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 715
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 716
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 716
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 717
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 717
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 718
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 719
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 720
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 723
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 724
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 725
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 726
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 727
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 728
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 729
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 730
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 731
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 732
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 732
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 733
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 733
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 734
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 734
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 734
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 734
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 734
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 734
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 734
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 734
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 734
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 734
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 734
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 734
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 734
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 734
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 734
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 734
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 735
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 736
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 736
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 737
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 737
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 738
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 738
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 740
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 741
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 742
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 742
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 743
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 750
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 750
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 750
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 750
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 750
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 751
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 752
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 752
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 753
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 754
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 756
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 757
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 758
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 758
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 759
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 759
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 759
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 760
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 760
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 760
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 760
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 760
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 761
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 762
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 763
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 764
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 765
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 766
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 767
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 767
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 769
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 770
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 771
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 771
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 772
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 773
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 774
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 774
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 775
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 776
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 777
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 777
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 778
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 778
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 779
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 780
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 781
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 782
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 784
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 785
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 786
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 786
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 788
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 789
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 790
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 790
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 791
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 791
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 792
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 792
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 793
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 793
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 795
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 796
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 797
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 798
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 799
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 799
qt.qpa.events: Event | XCB_LEAVE_NOTIFY(8) | sequence: 800
qt.qpa.events: Event | XInput Event(XCB_INPUT_LEAVE) | sequence: 800
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 806
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 806
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 806
qt.qpa.events: Event | XCB_FOCUS_OUT(10) | sequence: 806
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 806
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 806
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 806
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 806
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 806
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 807
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 807
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 807
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 807
